	variance
FADS2	0.2103
FADS3	0.0249581
FADS6	0.053854
FAF1	0.124201
FAF2	0.122265
FAH	0.519656
FAHD1	0.255158
FAHD2A	0.0426508
FAIM	0.0238615
FAIM2	0.638742
FAIM3	0.967906
FAM101A	0.060267
FAM101B	0.129083
FAM102A	0.295693
FAM102B	0.35132
FAM103A1	0.110854
FAM104A	0.201558
FAM105A	0.134165
FAM107B	0.514035
FAM109A	0.0871985
FAM109B	0.142703
FAM110A	0.325837
FAM110B	0.459604
FAM110C	0.0363421
FAM111A	0.313169
FAM114A1	0.147651
FAM114A2	0.0620811
FAM115A	0.0229997
FAM115C	0.0108082
FAM117A	0.0535113
FAM117B	0.240733
FAM118A	0.292975
FAM118B	0.0415489
FAM120A	0.134751
FAM120AOS	0.205589
FAM120B	0.156339
FAM120C	0.0695925
FAM122A	0.035649
FAM122B	0.17614
FAM122C	0.0183835
FAM124A	0.0246573
FAM124B	0.0880098
FAM126A	0.0107494
FAM126B	0.0296719
FAM127A	0.338721
FAM127B	0.186172
FAM127C	0.188135
FAM129A	1.0497
FAM129B	0.175907
FAM129C	0.0942428
FAM131A	0.166178
FAM131B	0.0213106
FAM131C	0.0107514
FAM132A	0.0622917
FAM133B	0.106827
FAM134A	0.161109
FAM134B	0.861885
FAM134C	0.0503431
FAM135A	0.0644156
FAM135B	0.0404493
FAM136A	0.164955
FAM136BP	0.0391536
FAM138A	0.054445
FAM13A	0.0531137
FAM13B	0.174576
FAM13C	0.0259257
FAM149A	0.109591
FAM150A	0.0122165
FAM150B	0.606054
FAM151A	0.0198681
FAM151B	0.0215717
FAM153A	0.00924344
FAM153B	0.0179838
FAM153C	0.00766337
FAM154A	0.0308738
FAM154B	0.0215854
FAM155A	0.182171
FAM155B	0.0335197
FAM156B	0.0742023
FAM159A	0.0954291
FAM159B	0.00828389
FAM160A2	0.143587
FAM160B1	0.122646
FAM160B2	0.152683
FAM161A	0.116039
FAM161B	0.0371988
FAM162A	0.482228
FAM163A	0.0945076
FAM163B	0.0098136
FAM166A	0.0176934
FAM166B	0.0277932
FAM167A	0.339802
FAM167B	0.0310714
FAM168A	0.233262
FAM168B	0.131441
FAM169A	0.00983488
FAM169B	0.0160979
FAM170A	0.0185562
FAM170B	0.0832032
FAM171A1	0.922248
FAM171B	0.0337264
FAM172A	0.157914
FAM173A	0.333264
FAM173B	0.0192201
FAM174A	0.154125
FAM174B	0.841912
FAM175A	0.0246267
FAM175B	0.0832836
FAM177A1	0.0923883
FAM177B	0.0717486
FAM178A	0.203887
FAM178B	0.234374
FAM179A	0.0286586
FAM179B	0.22211
FAM180A	0.0712368
FAM180B	0.0798745
FAM181A	0.0173132
FAM181B	0.191198
FAM182A	0.00875928
FAM183A	0.886826
FAM184A	0.237445
FAM185A	0.0629713
FAM186B	0.0218018
FAM187B	0.0137493
FAM188A	0.172556
FAM188B	0.215916
FAM189A1	0.378882
FAM189A2	0.938189
FAM189B	0.0356401
FAM192A	0.0164531
FAM193A	0.0995462
FAM193B	0.031449
FAM195A	0.26365
FAM196A	0.151539
FAM198A	0.0599841
FAM198B	1.09526
FAM199X	0.127886
FAM19A1	0.025877
FAM19A2	0.0633667
FAM19A3	0.0203241
FAM19A4	0.0122372
FAM19A5	0.0209655
FAM204A	0.05467
FAM205B	0.0195868
FAM206A	0.128125
FAM207A	0.0528194
FAM208A	0.0446553
FAM209A	0.025262
FAM209B	0.0290437
FAM20A	0.134447
FAM20B	0.846448
FAM20C	0.0829959
FAM210A	0.156085
FAM210B	0.471404
FAM212A	0.171269
FAM212B	0.00717527
FAM213A	0.447389
FAM214A	0.60895
FAM214B	0.186576
FAM216A	0.265316
FAM217A	0.0173582
FAM217B	0.172615
FAM218A	0.0349125
FAM219A	0.0732283
FAM219B	0.155284
FAM21A	0.0182024
FAM21B	0.0182305
FAM21C	0.0474152
FAM220A	0.0372549
FAM221A	0.107972
FAM221B	0.0784055
FAM222A	0.304454
FAM222B	0.189741
FAM225A	0.104314
FAM225B	0.0285903
FAM227B	0.0197463
FAM228A	0.0105619
FAM23B	0.0276487
FAM24A	0.0176831
FAM24B	0.073353
FAM25A	0.0134805
FAM26D	0.0232877
FAM26E	0.0285555
FAM26F	0.118903
FAM27E3	0.0163743
FAM27L	0.0203463
FAM3A	0.148403
FAM3B	0.393866
FAM3C	0.212116
FAM3D	0.250492
FAM43A	0.273116
FAM43B	0.149429
FAM45A	0.174345
FAM46A	0.567527
FAM46B	0.793678
FAM46C	1.11397
FAM46D	0.0199399
FAM47A	0.0152373
FAM47B	0.00757969
FAM47C	0.0089937
FAM49A	0.0486736
FAM49B	0.222265
FAM50A	0.177725
FAM50B	0.295573
FAM53A	0.0950463
FAM53B	0.0809901
FAM53C	0.140739
FAM57A	0.351044
FAM57B	0.763216
FAM58A	0.0919986
FAM58BP	0.0143302
FAM60A	0.842761
FAM63A	0.0144427
FAM63B	0.0569814
FAM64A	0.383968
FAM65A	0.199984
FAM65C	0.0560131
FAM66C	0.00898933
FAM69B	0.0189433
FAM69C	0.0611193
FAM71C	0.0139697
FAM71D	0.0140405
FAM71E1	0.369715
FAM71F1	0.0231955
FAM71F2	0.0179889
FAM72B	0.0553218
FAM72D	0.0952001
FAM73B	0.109823
FAM76A	0.0290313
FAM76B	0.100695
FAM78A	0.0365012
FAM78B	0.0434936
FAM81A	0.0676943
FAM81B	0.0166822
FAM83A	0.168212
FAM83B	0.110579
FAM83D	0.540893
FAM83E	0.455665
FAM83F	0.0539427
FAM83G	0.0159553
FAM83H	0.631276
FAM84A	0.01589
FAM84B	0.575047
FAM86A	0.139874
FAM86B1	0.079193
FAM86C1	0.108942
FAM87A	0.0163001
FAM89A	0.209872
FAM89B	0.220289
FAM8A1	0.10478
FAM90A1	0.0102669
FAM90A10P	0.0167451
FAM90A20P	0.0187401
FAM90A25P	0.0259438
FAM91A1	0.140284
FAM92A1	0.065923
FAM96A	0.245475
FAM96B	0.215107
FAM98A	0.390833
FAM98B	0.00760334
FAM98C	0.156146
FAM99A	0.0179588
FAM9A	0.0228628
FAM9B	0.00816279
FAM9C	0.0121672
FAN1	0.1482
FANCA	0.0101706
FANCB	0.0310989
FANCC	0.0356356
FANCD2	0.109611
FANCD2OS	0.00875913
FANCE	0.236984
FANCG	0.212141
FANCI	0.238595
FANCL	0.0365155
FANCM	0.0301483
FANK1	0.0293579
FAP	0.840995
FAR1	0.387503
FAR2	0.39378
FARP1	0.042809
FARP2	0.060169
FARS2	0.119056
FARSA	0.14603
FARSB	0.0294645
FAS	0.0477378
FASLG	0.0702953
FASN	1.14067
FASTK	0.207287
FASTKD1	0.0252078
FASTKD2	0.075557
FASTKD3	0.0884046
FAT1	0.692133
FAT2	0.129392
FAT3	0.0422143
FAT4	0.0127423
FAU	0.107488
FAXC	0.125365
FAXDC2	0.0454996
FBF1	0.00860462
FBL	0.211772
FBLIM1	0.0619332
FBLN1	1.10476
FBLN2	1.04938
FBLN7	0.283118
FBN1	0.193228
FBN2	0.744024
FBN3	0.171455
FBP1	1.14153
FBP2	0.0365335
FBRS	0.0819545
FBRSL1	0.196631
FBXL12	0.0414237
FBXL13	0.113741
FBXL14	0.0463193
FBXL15	0.110446
FBXL16	0.962435
FBXL17	0.0552759
FBXL2	0.282421
FBXL20	0.361436
FBXL21	0.0255802
FBXL22	0.0275667
FBXL3	0.0243758
FBXL4	0.0176928
FBXL5	0.124224
FBXL6	0.294623
FBXL7	0.125723
FBXL8	0.0777384
FBXO10	0.019266
FBXO11	0.045739
FBXO15	0.397857
FBXO16	0.138422
FBXO17	0.566498
FBXO18	0.0471076
FBXO2	0.705439
FBXO21	0.106428
FBXO22	0.0418064
FBXO24	0.00996676
FBXO25	0.0131299
FBXO27	0.0316619
FBXO28	0.190115
FBXO3	0.0548873
FBXO30	0.0984702
FBXO31	0.169782
FBXO32	0.790164
FBXO33	0.122099
FBXO34	0.0904635
FBXO36	0.0485693
FBXO38	0.0755833
FBXO39	0.0166446
FBXO4	0.0783939
FBXO40	0.0219978
FBXO41	0.0710575
FBXO42	0.0877169
FBXO43	0.0164268
FBXO44	0.0130034
FBXO46	0.127915
FBXO47	0.0177399
FBXO5	0.100229
FBXO6	0.250969
FBXO7	0.238299
FBXO8	0.138826
FBXO9	0.0165191
FBXW10	0.0100979
FBXW11	0.0259568
FBXW12	0.0210038
FBXW2	0.104029
FBXW4	0.218976
FBXW5	0.713363
FBXW7	0.0628295
FBXW8	0.032922
FBXW9	0.150567
FCAMR	0.0220085
FCAR	0.0232402
FCER1A	1.4172
FCER1G	0.836613
FCER2	0.13688
FCGBP	0.58259
FCGR1A	0.343836
FCGR1B	0.228296
FCGR2A	0.433592
FCGR2B	0.142146
FCGR3A	0.019371
FCGR3B	0.0514722
FCGRT	0.436682
FCHO1	0.131199
FCHO2	0.126655
FCHSD1	0.0130983
FCHSD2	0.205444
FCN1	1.00114
FCN2	0.034418
FCN3	0.446142
FCRL2	0.0105753
FCRL3	0.0803173
FCRL5	0.0436462
FCRL6	0.0271179
FCRLB	1.52856
FDCSP	3.48624
FDFT1	0.359374
FDPS	0.185651
FDPSP2	0.0102342
FDX1L	0.132457
FDXR	0.0170035
FECH	0.0136182
FEM1A	0.147221
FEM1B	0.0748059
FEN1	0.289362
FER	0.0486245
FER1L4	0.247133
FER1L5	0.072238
FERD3L	0.0219923
FERMT1	0.273752
FERMT2	0.449766
FERMT3	0.385619
FES	0.308907
FETUB	0.0176877
FEV	0.0343782
FEZ1	0.0645248
FEZ2	0.16312
FEZF1	0.0180827
FEZF2	0.0428561
FFAR1	0.0154194
FFAR2	0.177741
FFAR3	0.00916934
FFAR4	0.0369517
FGA	0.020627
FGB	0.457941
FGD2	0.554684
FGD3	1.36449
FGD4	0.0251736
FGD5	0.4251
FGD6	0.0955804
FGF1	0.025394
FGF10	0.298666
FGF11	0.215012
FGF12	0.0678596
FGF13	0.0848771
FGF14	0.0621085
FGF16	0.025949
FGF17	0.0178177
FGF18	0.0326137
FGF19	0.0426088
FGF2	0.0793758
FGF20	0.0160116
FGF21	0.00941708
FGF22	0.0191389
FGF23	0.0125972
FGF3	0.104677
FGF4	0.0311679
FGF5	0.0104416
FGF6	0.0242726
FGF7	0.017029
FGF8	0.00771898
FGF9	0.0819859
FGFBP1	0.48167
FGFBP2	0.248948
FGFR1	0.0927602
FGFR1OP	0.159947
FGFR1OP2	0.0693229
FGFR2	0.0317928
FGFR3	0.641937
FGFR4	0.255131
FGFRL1	0.30249
FGG	0.268836
FGGY	0.372926
FGL1	0.0251043
FGL2	0.810886
FGR	0.28961
FH	0.312956
FHDC1	0.324971
FHL1	0.642339
FHL2	1.36809
FHL3	0.176136
FHL5	0.0729474
FHOD1	0.257346
FHOD3	0.404945
FIBCD1	0.167366
FIBP	0.116005
FICD	0.20408
FIG4	0.255221
FIGF	0.0872988
FIGLA	0.0229077
FIGN	0.0298736
FIGNL1	0.0737302
FILIP1L	0.350853
FIP1L1	0.0235101
FIS1	0.183883
FITM1	0.0622659
FITM2	0.037434
FIZ1	0.0925696
FJX1	0.563132
FKBP10	0.107301
FKBP11	0.508078
FKBP14	0.286543
FKBP15	0.0835068
FKBP1A	0.463255
FKBP1B	0.0414841
FKBP2	0.382912
FKBP3	0.161362
FKBP4	0.527039
FKBP5	0.998434
FKBP6	0.0184106
FKBP7	0.0555071
FKBP8	0.0352469
FKBP9	0.0300343
FKBP9P1	0.18443
FKBPL	0.0458646
FKRP	0.0934731
FLAD1	0.0997932
FLCN	0.0126612
FLG	0.0114797
FLG2	0.00787357
FLI1	0.0386714
FLII	0.192903
FLNA	0.0870785
FLNB	0.726824
FLNC	0.612265
FLOT1	0.19057
FLOT2	0.240724
FLRT1	0.0171727
FLRT2	0.25119
FLRT3	0.402064
FLT3	0.19566
FLT3LG	0.0980555
FLT4	0.0109848
FLVCR1	0.091466
FLVCR1-AS1	0.139298
FLVCR2	0.20277
FLYWCH1	0.0368272
FLYWCH2	0.269132
FMN1	0.0156675
FMN2	0.0357087
FMNL1	0.0245
FMNL2	0.15611
FMNL3	0.0147441
FMO1	0.674807
FMO3	0.422748
FMO6P	0.0164262
FMO9P	0.100612
FMOD	0.724588
FMR1	0.0156415
FMR1NB	0.0583425
FN1	0.226682
FN3K	0.0200658
FN3KRP	0.265921
FNBP1	0.361991
FNBP1L	0.0958621
FNBP4	0.165239
FNDC1	1.30541
FNDC3A	0.188682
FNDC4	0.114267
FNDC5	0.229641
FNDC7	0.0192193
FNDC8	0.026574
FNIP1	0.0436424
FNIP2	0.150125
FNTA	0.409041
FOCAD	0.160503
FOLH1	0.0266505
FOLH1B	0.0154434
FOLR1	0.362685
FOLR2	0.763768
FOLR3	0.050211
FOLR4	0.00885238
FOPNL	0.188565
FOS	2.83876
FOSB	2.82206
FOSL1	0.0895772
FOSL2	0.0312024
FOXA1	3.22342
FOXA2	0.00856168
FOXA3	0.315391
FOXB1	0.00911467
FOXB2	0.0327924
FOXC1	2.21583
FOXC2	0.0725958
FOXD1	0.400421
FOXD2	0.600499
FOXD3	0.0210569
FOXD4	0.107193
FOXD4L1	0.108495
FOXD4L6	0.0145153
FOXE1	0.0167746
FOXE3	0.0158258
FOXF1	0.0301845
FOXF2	0.119845
FOXG1	0.0466982
FOXH1	0.028935
FOXI1	0.0733701
FOXI2	0.0510256
FOXJ1	0.142224
FOXJ2	0.157311
FOXJ3	0.114257
FOXK1	0.0170906
FOXK2	0.0288896
FOXL1	0.0196517
FOXL2	0.0205373
FOXM1	0.424819
FOXN1	0.0211645
FOXN2	0.278537
FOXN3	0.0134826
FOXN4	0.135056
FOXO1	0.302449
FOXO3	0.0725662
FOXO4	0.176995
FOXP1	0.0345758
FOXP2	0.0114695
FOXP3	0.032202
FOXP4	0.0694701
FOXQ1	0.606004
FOXR1	0.00510433
FOXR2	0.0169266
FOXRED1	0.19041
FOXRED2	0.133696
FOXS1	0.120675
FPGS	0.0124865
FPGT-TNNI3K	0.0567296
FPR1	0.444812
FPR2	0.0130554
FPR3	0.728632
FRA10AC1	0.0222886
FRAS1	0.0243246
FRAT1	0.0418817
FRAT2	0.193239
FREM1	0.135231
FREM2	0.026512
FRG1	0.287268
FRG2	0.00620374
FRG2B	0.0230325
FRK	0.0783391
FRMD1	0.0234632
FRMD3	0.377138
FRMD4A	0.200562
FRMD4B	0.0163673
FRMD5	0.0169915
FRMD6	0.431252
FRMD7	0.0259746
FRMPD1	0.0742508
FRMPD2	0.00336207
FRMPD2P1	0.00969967
FRMPD3	0.306891
FRMPD4	0.018785
FRMPDP2	0.0107119
FRRS1	0.016145
FRRS1L	0.0225858
FRS2	0.042786
FRS3	0.109422
FRY	0.0293962
FRYL	0.0106284
FRZB	0.783374
FSCB	0.00854626
FSCN1	0.632054
FSCN2	0.0573437
FSCN3	0.016288
FSD1	0.0212158
FSD1L	0.013881
FSHB	0.0692735
FSHR	0.0078649
FSIP1	1.89763
FST	0.480455
FSTL1	0.677505
FSTL3	0.427388
FSTL4	0.0136372
FSTL5	0.038263
FTCD	0.0561949
FTH1	0.904761
FTHL17	0.0260735
FTL	0.213326
FTMT	0.0179431
FTSJ1	0.0205329
FTSJ2	0.027414
FTSJ3	0.0847289
FUBP1	0.0715918
FUBP3	0.163828
FUCA1	0.424579
FUCA2	0.204503
FUK	0.218398
FUNDC1	0.220101
FUNDC2	0.0246656
FUOM	0.12603
FURIN	0.340298
FUS	0.146979
FUT1	0.046995
FUT10	0.0163733
FUT11	0.0615476
FUT2	0.311797
FUT3	0.559099
FUT4	0.0261997
FUT5	0.0316368
FUT6	0.107353
FUT8	0.127393
FUT9	0.0137798
FUZ	0.0692579
FXN	0.0475304
FXR1	0.17136
FXR2	0.0973296
FXYD1	0.0962157
FXYD2	0.00776788
FXYD3	0.290389
FXYD4	0.0438187
FXYD5	0.573109
FXYD6	0.0871656
FXYD7	0.0199704
FYB	0.204385
FYCO1	0.173084
FYN	0.257283
FYTTD1	0.638972
FZD1	0.1978
FZD10	0.026388
FZD2	0.356127
FZD3	0.365442
FZD4	0.566896
FZD5	0.0341599
FZD7	0.195298
FZD8	0.485729
FZD9	0.562007
FZR1	0.0470422
G0S2	0.439292
G3BP1	0.128334
G3BP2	0.28165
G6PC2	0.00844417
G6PC3	0.317581
G6PD	0.406886
GAA	0.289661
GAB1	0.0312301
GAB2	0.0190473
GAB3	0.0628275
GAB4	0.0153611
GABARAP	0.114143
GABARAPL1	0.270944
GABARAPL2	0.158361
GABBR1	0.0472698
GABBR2	0.474499
GABPA	0.0293765
GABPB1	0.0325777
GABRA1	0.0380805
GABRA2	0.0333036
GABRA3	0.024116
GABRA4	0.0212771
GABRA5	0.0281453
GABRA6	0.0362587
GABRB1	0.159611
GABRB2	0.0222554
GABRB3	0.0906162
GABRD	0.0326656
GABRE	0.038212
GABRG1	0.0205091
GABRG2	0.168063
GABRG3	0.0268624
GABRP	3.33226
GABRQ	0.0150908
GABRR1	0.0117195
GABRR3	0.0156599
GAD1	0.848846
GAD2	0.0364179
GADD45A	0.389274
GADD45B	0.329383
GADD45GIP1	0.0419715
GADL1	0.0163766
GAGE1	0.450024
GAGE10	0.00796152
GAGE12G	0.516247
GAGE2B	0.533902
GAGE7	0.0224309
GAGE8	0.0905696
GAK	0.0726156
GAL	0.790341
GAL3ST1	0.0362297
GAL3ST2	0.0327946
GAL3ST3	0.015854
GAL3ST4	0.103142
GALC	0.105366
GALE	0.0192789
GALK1	0.225507
GALK2	0.140059
GALM	0.372116
GALNT1	0.240233
GALNT10	0.0471234
GALNT11	0.189678
GALNT12	0.13607
GALNT14	0.0732039
GALNT16	0.0192608
GALNT18	0.297129
GALNT2	0.03254
GALNT4	0.147446
GALNT5	0.234596
GALNT7	0.0161055
GALNT8	0.0160228
GALNT9	0.00619178
GALNTL5	0.0187335
GALNTL6	0.0211442
GALP	0.0141248
GALR1	0.010494
GALR2	0.0545774
GALR3	0.0100186
GALT	0.0940403
GAMT	0.894846
GAN	0.0155814
GANAB	0.187847
GAP43	0.0162873
GAPDH	0.369735
GAPDHS	0.0173643
GAPT	0.444462
GAPVD1	0.144305
GAR1	0.0689391
GAREM	0.144335
GAREML	0.0499271
GARNL3	0.256256
GARS	0.224372
GART	0.1385
GAS1	0.710181
GAS2	0.0249838
GAS2L1	0.0654258
GAS2L2	0.0262807
GAS2L3	0.180405
GAS6	0.280189
GAS7	0.00798276
GAS8	0.273947
GAST	0.0362845
GATA1	0.0175594
GATA2	0.200725
GATA3	2.28894
GATA4	0.0253253
GATA5	0.292634
GATA6	0.0245178
GATAD1	0.105128
GATAD2A	0.168146
GATAD2B	0.170049
GATC	0.182223
GATM	0.56233
GBA	0.208023
GBA2	0.0998306
GBA3	0.0206113
GBAS	0.188826
GBE1	0.263484
GBF1	0.0939939
GBGT1	0.145144
GBP1	0.396034
GBP2	0.755548
GBP4	1.02059
GBP5	1.06106
GBP6	0.0281726
GBP7	0.0155207
GBX2	0.0189373
GC	0.0156037
GCA	2.05086
GCAT	0.415395
GCC1	0.117269
GCC2	0.0113966
GCDH	0.111857
GCFC2	0.0479378
GCG	0.0165642
GCGR	0.0782768
GCH1	0.0654486
GCHFR	0.471334
GCK	0.0117259
GCKR	0.0193262
GCLC	0.0737463
GCLM	0.309087
GCM1	0.135708
GCM2	0.0184001
GCN1L1	0.168815
GCNT1	0.150918
GCNT2	0.0501199
GCNT3	0.212131
GCOM1	0.0139089
GCSAM	0.0147893
GCSH	0.0127365
GDA	0.0140442
GDAP1	0.170336
GDAP1L1	0.0185763
GDAP2	0.0576311
GDE1	0.20298
GDF10	0.101903
GDF11	0.0458569
GDF15	1.08582
GDF2	0.0185165
GDF3	0.0188137
GDF5	0.0306415
GDF6	0.00757112
GDF7	0.0208364
GDF9	0.507004
GDI2	0.231371
GDNF	0.0169625
GDPD1	0.0297875
GDPD2	0.0382977
GDPD3	0.419227
GDPD4	0.0346634
GDPD5	0.376678
GDPGP1	0.0901122
GEM	0.693851
GEMIN2	0.116758
GEMIN4	0.179089
GEMIN5	0.0693157
GEMIN6	0.144671
GEMIN7	0.00987825
GEN1	0.0140539
GET4	0.154211
GFAP	0.0464381
GFER	0.0773051
GFI1B	0.0163569
GFM1	0.178103
GFM2	0.0407698
GFOD1	0.389611
GFOD2	0.151027
GFPT1	0.276977
GFPT2	0.375801
GFRA1	1.71518
GFRA2	0.180635
GFRA3	0.251934
GFRA4	0.0223767
GFRAL	0.00696021
GGA1	0.0185237
GGA2	0.221552
GGA3	0.10698
GGCT	0.388099
GGH	0.592274
GGN	0.0161558
GGNBP2	0.116252
GGPS1	0.116272
GGT1	0.091985
GGT3P	0.0788776
GGT5	0.100857
GGT6	0.62599
GGT7	0.0458284
GGT8P	0.0309612
GGTA2P	0.0181052
GGTLC1	0.00588963
GGTLC2	0.35024
GH1	0.00931378
GH2	0.00561585
GHITM	0.121449
GHR	0.800869
GHRH	0.0648513
GHRHR	0.0102832
GHRL	0.121636
GHSR	0.0277634
GID4	0.0296343
GID8	0.202029
GIF	0.0204699
GIGYF1	0.0371966
GIGYF2	0.115595
GIMAP1	0.0913243
GIMAP2	0.0968084
GIMAP4	0.683317
GIMAP5	0.66691
GIMAP6	0.13379
GIMAP7	0.24959
GIN1	0.0790472
GINM1	0.185969
GINS1	0.0418829
GINS2	0.820788
GINS3	0.174414
GINS4	0.138426
GIP	0.016356
GIPC1	0.134695
GIPC2	0.00894658
GIPC3	0.0146467
GIT1	0.185204
GIT2	0.0369221
GJA1	1.91607
GJA10	0.0202483
GJA3	0.0148795
GJA4	0.315042
GJA5	0.0185768
GJA8	0.014185
GJA9	0.0180478
GJB1	0.157405
GJB2	1.45394
GJB3	0.0788941
GJB4	0.0363117
GJB6	0.0608058
GJB7	0.0369787
GJC1	0.0339221
GJC2	0.0984386
GJC3	0.0758558
GJD2	0.0138404
GK	0.189381
GK2	0.0606795
GK5	0.182363
GKAP1	0.050467
GKN1	0.0215682
GKN2	0.0308413
GLA	0.905927
GLB1	0.0682911
GLB1L	0.209465
GLB1L2	0.11053
GLCCI1	1.46682
GLCE	0.553332
GLDC	0.79228
GLDN	0.49314
GLE1	0.0921498
GLG1	0.197293
GLI1	0.0444123
GLI2	0.0785264
GLI3	0.560671
GLI4	0.108439
GLIPR1	0.674982
GLIPR1L1	0.0181398
GLIPR2	0.688534
GLIS1	0.0136862
GLIS2	0.0201739
GLIS3	0.0121209
GLMN	0.0488386
GLO1	0.25877
GLOD4	0.155095
GLOD5	0.0645135
GLP1R	0.0226191
GLP2R	0.0167682
GLRA1	0.0192558
GLRA2	0.0166551
GLRA3	0.0330225
GLRB	1.01737
GLRX	0.547656
GLRX2	0.159781
GLRX3	0.0926607
GLRX5	0.142167
GLS	0.281683
GLS2	0.0613175
GLT1D1	0.0465899
GLT6D1	0.0173587
GLT8D1	0.0747633
GLT8D2	0.753663
GLTP	0.0347401
GLTPD2	0.0184546
GLTSCR1	0.085551
GLTSCR1L	0.108153
GLTSCR2	0.189364
GLUD1	0.281174
GLUD2	0.0305099
GLUL	0.074414
GLYAT	0.0212267
GLYATL1	0.0726379
GLYATL2	2.39056
GLYATL3	0.0236725
GLYCAM1	0.00568741
GLYCTK	0.0730663
GLYR1	0.195928
GM2A	0.294335
GMCL1	0.102657
GMDS	0.520801
GMEB1	0.0703353
GMEB2	0.144889
GMFB	0.18491
GMFG	0.540706
GMIP	0.199008
GML	0.0400099
GMNN	0.353944
GMPPA	0.0468567
GMPPB	0.118991
GMPR	0.240255
GMPR2	0.174607
GMPS	0.283271
GNA11	0.0917889
GNA12	0.111586
GNA13	0.214475
GNA14	0.206625
GNA15	0.429108
GNAI1	0.0211945
GNAI2	0.180701
GNAI3	0.134278
GNAL	0.0328647
GNAO1	0.0480267
GNAQ	0.284766
GNAS	0.0514236
GNAT1	0.015093
GNAT2	0.0175358
GNAT3	0.11012
GNAZ	0.0341552
GNB1	0.105309
GNB1L	0.0807592
GNB2	0.130399
GNB2L1	0.0486822
GNB3	0.0484955
GNB4	0.0890824
GNB5	0.0555114
GNE	0.258134
GNG10	0.0912155
GNG11	0.562525
GNG12	0.380565
GNG13	0.0515502
GNG2	0.176122
GNG3	0.0962522
GNG4	0.574359
GNG5	0.211738
GNG7	0.315717
GNG8	0.0227044
GNGT1	0.21571
GNGT2	0.0703149
GNL1	0.0921845
GNL2	0.144435
GNL3	0.188277
GNLY	0.494513
GNMT	0.281024
GNPAT	0.149283
GNPDA1	0.169664
GNPDA2	0.056599
GNPTG	0.247251
GNRH1	0.182933
GNRH2	0.0240236
GNRHR	0.0201207
GNRHR2	0.0366272
GNS	0.14926
GOLGA1	0.0963829
GOLGA2	0.144741
GOLGA2B	0.0247441
GOLGA2P2Y	0.0189845
GOLGA3	0.147237
GOLGA4	0.108928
GOLGA5	0.134927
GOLGA6A	0.00342638
GOLGA6L1	0.0128377
GOLGA6L2	0.021898
GOLGA6L5	0.00848124
GOLGA6L6	0.0228523
GOLGA6L9	0.00775436
GOLGA7	0.0421829
GOLGA7B	0.0442658
GOLGA8A	0.0745585
GOLGA8DP	0.0192001
GOLGA8EP	0.00925437
GOLGA8F	0.00572552
GOLGA8G	0.00680698
GOLGB1	0.383049
GOLIM4	0.232687
GOLM1	0.091253
GOLPH3	0.189575
GOLPH3L	0.333835
GOLT1A	0.585604
GOLT1B	0.19749
GON4L	0.054748
GOPC	0.0950291
GORAB	0.0656441
GORASP1	0.126944
GORASP2	0.0826146
GOSR1	0.0396939
GOSR2	0.0249406
GOT2	0.34418
GP1BA	0.0354003
GP2	2.46376
GP6	0.0322213
GP9	0.0163329
GPA33	0.0263412
GPAA1	0.332178
GPALPP1	0.00994478
GPAM	0.317443
GPANK1	0.0344601
GPAT2	0.0303311
GPATCH1	0.0924424
GPATCH11	0.0182793
GPATCH2	0.419063
GPATCH2L	0.0168703
GPATCH3	0.0639725
GPATCH4	0.391517
GPATCH8	0.0361678
GPBAR1	0.0634344
GPBP1	0.106859
GPBP1L1	0.0627811
GPC1	0.232381
GPC2	0.137622
GPC3	0.793099
GPC4	1.14226
GPC5	0.180123
GPC6	0.15861
GPD1	0.0922399
GPD1L	0.595679
GPD2	0.0479978
GPER1	0.925969
GPHA2	0.034831
GPHB5	0.0188074
GPHN	0.13584
GPI	0.288242
GPIHBP1	0.0167577
GPKOW	0.0845564
GPLD1	0.0135519
GPM6A	0.12883
GPM6B	0.570144
GPN2	0.1089
GPN3	0.0164016
GPNMB	0.7906
GPR1	0.0675378
GPR101	0.0154873
GPR107	0.0251783
GPR108	0.114672
GPR110	0.018274
GPR111	0.0202075
GPR112	0.0192265
GPR113	0.0234253
GPR115	0.0228836
GPR116	0.34792
GPR119	0.0379229
GPR12	0.144752
GPR123	0.0190856
GPR124	0.295558
GPR125	0.0492498
GPR126	0.233279
GPR128	0.286026
GPR132	0.0662075
GPR133	0.0124621
GPR135	0.0201119
GPR137	0.204309
GPR137B	0.454576
GPR137C	0.127818
GPR139	0.0216164
GPR141	0.0292802
GPR143	0.060783
GPR144	0.0160454
GPR146	0.0399701
GPR148	0.0184986
GPR149	0.0116668
GPR15	0.015775
GPR150	0.02099
GPR151	0.0202986
GPR152	0.0141281
GPR153	0.0180198
GPR155	0.0104139
GPR156	0.0349994
GPR157	0.0160895
GPR158	0.0211109
GPR160	0.598135
GPR161	0.0423743
GPR162	0.217365
GPR17	0.0186618
GPR173	0.00860263
GPR174	0.0122176
GPR176	0.0277257
GPR179	0.0162491
GPR18	0.290039
GPR180	0.206295
GPR182	0.0193458
GPR183	0.791045
GPR19	0.0467897
GPR20	0.0214737
GPR22	0.0213409
GPR25	0.0194158
GPR26	0.971493
GPR27	0.0615683
GPR3	0.0368459
GPR31	0.0188558
GPR32	0.017783
GPR34	0.555536
GPR35	0.032418
GPR37	0.39442
